URL,domain,tld,path_rest,url_length,path_rest_length,num_spcs_chars,domain_entropy,domain_age,created_year,updated_year,expires_year,country_code,Label
www.alcq.com.au/wp-includes/personal/logon/login1.jsp.htm,www.alcq.com.au,au,wp-includes/personal/logon/login1.jsp.htm,57,41,0,3.006238929,,,2021,,,bad
www.alcq.com.au/wp-includes/personal/logon/custom1.php,www.alcq.com.au,au,wp-includes/personal/logon/custom1.php,54,38,0,3.006238929,,,2021,,,bad
thenewlead3.netdns.net/icons/.cgi-bin/wu/asp/1/regLogin/index.html,thenewlead3.netdns.net,net,icons/.cgi-bin/wu/asp/1/regLogin/index.html,66,43,0,3.170134892,8772,1999,2016,2024,MY,bad
thenewlead3.netdns.net/icons/.cgi-bin/wu/asp/,thenewlead3.netdns.net,net,icons/.cgi-bin/wu/asp/,45,22,0,3.170134892,8772,1999,2016,2024,MY,bad
www.abundantlivingcounselling.com/.cache/9bf2ec6dcf2fdfb2b86317d9bff41416/info.htm,www.abundantlivingcounselling.com,com,.cache/9bf2ec6dcf2fdfb2b86317d9bff41416/info.htm,82,48,0,3.896687968,5736,2007,2022,2023,CA,bad
ambipar.com/wp-content/languages/www.paypal.com/,ambipar.com,com,wp-content/languages/www.paypal.com/,48,36,0,3.095795255,3523,2013,2018,2028,US,bad
erc.co.zw/discuss/language/Nets.dk/Nets/info.htm,erc.co.zw,zw,discuss/language/Nets.dk/Nets/info.htm,48,38,0,2.725480557,19559,1970,2001,,,bad
www.dock11tarifa.com/Gallery-Dock-11/original/secure5432DKid09reply.htm,www.dock11tarifa.com,com,Gallery-Dock-11/original/secure5432DKid09reply.htm,71,50,0,3.58418372,,,,,,bad
cordobmaq.com.br/cache/,cordobmaq.com.br,br,cache/,23,6,0,3.077819531,7423,2003,2023,2033,,bad
investmentmadeofgold.com/ass100.php,investmentmadeofgold.com,com,ass100.php,35,10,0,3.740601563,,,,,,bad
www.soutalgnoub.com/home/images/stories/food/GbPlugin/,www.soutalgnoub.com,com,home/images/stories/food/GbPlugin/,54,34,0,3.536886724,6973,2004,2023,2025,GB,bad
secure.runescape.com.ok.yk-login.com/m=weblogin/loginform.html,secure.runescape.com.ok.yk-login.com,com,m=weblogin/loginform.html,62,25,0,3.847434988,,,,,,bad
www.evriposgases.gr/page6.php,www.evriposgases.gr,gr,page6.php,29,9,0,3.326360408,,,,,,bad
bradesco-lb7.hut4.ru/LOGIN/index.php,bradesco-lb7.hut4.ru,ru,LOGIN/index.php,36,15,0,3.921928095,6770,2005,,2024,,bad
bradesco-lb7.hut4.ru/index.php,bradesco-lb7.hut4.ru,ru,index.php,30,9,0,3.921928095,6770,2005,,2024,,bad
paypal.com.us.cgi.bin.webscr.cmd.login.submit.dispatch.051245644656532354698694554664896456854489879875449.sexyteensinpanties.com/paypal/team/Update/,paypal.com.us.cgi.bin.webscr.cmd.login.submit.dispatch.051245644656532354698694554664896456854489879875449.sexyteensinpanties.com,com,paypal/team/Update/,149,19,0,4.574412869,4917,2010,2023,2024,AU,bad
www.shadous.3x.ro/paypal2/,www.shadous.3x.ro,ro,paypal2/,26,8,0,3.292770194,8136,2001,,2026,,bad
kk-samara.ru/fidelidade/-/tam.com.br/java/,kk-samara.ru,ru,fidelidade/-/tam.com.br/java/,42,29,0,2.855388542,,,,,,bad
www.persosite.net/BinckBank.htm,www.persosite.net,net,BinckBank.htm,31,13,0,3.175123135,1415,2019,2022,2023,FR,bad
tiasway.com/common/plugins/acajoom/paypal.com/webscr/m/e/q/p/z/x/j/index.html,tiasway.com,com,common/plugins/acajoom/paypal.com/webscr/m/e/q/p/z/x/j/index.html,77,65,0,3.277613437,,,,,,bad
omaronline.co.uk/fawz/remax/,omaronline.co.uk,uk,fawz/remax/,28,11,0,3.452819531,,,,,,bad
omaronline.co.uk/fawz/remax,omaronline.co.uk,uk,fawz/remax,27,10,0,3.452819531,,,,,,bad
www.people-choice.org/wp-includes/theme-compat/the/aol/costor/ubdet/index.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,www.people-choice.org,org,wp-includes/theme-compat/the/aol/costor/ubdet/index.htm?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,172,150,0,3.427333494,,,,,,bad
youramateurmovies.net/7586736/,youramateurmovies.net,net,7586736/,30,8,0,3.594465637,,,,,,bad
www.lepishariki.ru/wp-content//themes/view/list.html,www.lepishariki.ru,ru,wp-content//themes/view/list.html,52,33,0,3.419381946,,,,,,bad
www.school1.kz/cache/remax/index.htm,www.school1.kz,kz,cache/remax/index.htm,36,21,0,3.182005815,451,2022,,,KZ,bad
t.co/umciZQW,t.co,co,umciZQW,12,7,0,2,4834,2010,2023,2024,US,bad
t.co/VEdfXKP,t.co,co,VEdfXKP,12,7,0,2,4834,2010,2023,2024,US,bad
12.0838tz.com/,12.0838tz.com,com,,14,0,0,3.39274741,,,,,,bad
bit.ly/Mh5T2N,bit.ly,ly,Mh5T2N,13,6,0,2.584962501,5542,2008,2022,2032,US,bad
www.complexo.co/libraries/simplepie/,www.complexo.co,co,libraries/simplepie/,36,20,0,3.006238929,235,2022,2023,2023,US,bad
www.redmoonuk.com/eBayISAPI2.dl/index.html?cgi.ebay.com/2008-Cervelo-RS-54cm-Carbon-Road-Bike-MINT-/300466179814?pt=Road_Bikes&hash=item45f52e0ee6,www.redmoonuk.com,com,eBayISAPI2.dl/index.html?cgi.ebay.com/2008-Cervelo-RS-54cm-Carbon-Road-Bike-MINT-/300466179814?pt=Road_Bikes&hash=item45f52e0ee6,146,128,0,3.292770194,,,,,,bad
bcompy.com/js/,bcompy.com,com,js/,14,3,0,2.721928095,5175,2009,2023,2025,PY,bad
bit.ly/Mh5Xzq,bit.ly,ly,Mh5Xzq,13,6,0,2.584962501,5542,2008,2022,2032,US,bad
www.taghtchchooso.com,www.taghtchchooso.com,com,,21,0,0,3.141619208,,,,,,bad
www.fortgroupinc.com/images/fedex/index.htm,www.fortgroupinc.com,com,images/fedex/index.htm,43,22,0,3.546439345,7220,2003,2017,2026,US,bad
corramaisbrasil.com.br/data/.1/,corramaisbrasil.com.br,br,data/.1/,31,8,0,3.243300369,,,,,,bad
gambey.eu/wp-content/themes/mimbopro/dede/myposte/index.html,gambey.eu,eu,wp-content/themes/mimbopro/dede/myposte/index.html,60,50,0,2.947702779,,,,,,bad
paypal.com-cgi-bin-webscr-cmd-login-processing.login-cmd-login-done.login.access-5885d80a13c0d7e633b393e284a5f8a8f8b1f8e263663d3faee8dc1.8bca4c6f1z1.sgcupids.com/,paypal.com-cgi-bin-webscr-cmd-login-processing.login-cmd-login-done.login.access-5885d80a13c0d7e633b393e284a5f8a8f8b1f8e263663d3faee8dc1.8bca4c6f1z1.sgcupids.com,com,,162,0,0,4.637253005,3489,2013,2023,2023,US,bad
help.confirm.paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.c13c0dn63663d3faee8db2b24f7ld6c338b1d9d2.colegiofuturapg.com.br/webscr_cmd_home&country_lang.x=true/webscr_cmd_home/,help.confirm.paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.c13c0dn63663d3faee8db2b24f7ld6c338b1d9d2.colegiofuturapg.com.br,br,webscr_cmd_home&country_lang.x=true/webscr_cmd_home/,181,52,0,4.587914156,,,,,,bad
rsj26.rhostjh.com/~estados/wp-content/themes/twentyeleven/js/www.paypal.com/paypal/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,rsj26.rhostjh.com,com,~estados/wp-content/themes/twentyeleven/js/www.paypal.com/paypal/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,165,147,1,3.381580488,4392,2011,2023,2024,US,bad
vvi.su/tmp/webmailpromocao/Cielo/,vvi.su,su,tmp/webmailpromocao/Cielo/,33,26,0,2.251629167,3396,2014,,2024,,bad
secure.runescape.com.ok.yj-login.com/m=weblogin/loginform.html,secure.runescape.com.ok.yj-login.com,com,m=weblogin/loginform.html,62,25,0,3.902990544,,,,,,bad
luxuryhotelsinperu904756834.12pluscommunity.com/~animegun/canadapaypal/error_login.html,luxuryhotelsinperu904756834.12pluscommunity.com,com,~animegun/canadapaypal/error_login.html,87,39,1,4.535986661,,,,,,bad
www.hiremaster.biz/~animegun/canadapaypal/error_login.html,www.hiremaster.biz,biz,~animegun/canadapaypal/error_login.html,58,39,1,3.46132014,2536,2016,2023,2024,US,bad
www.coffeads.com/information.html.html,www.coffeads.com,com,information.html.html,38,21,0,3.202819531,,,,,,bad
www.paypal.com-us.cgi.bin.verify-account.data-not-verified.fixa.com.tr/verify_account/,www.paypal.com-us.cgi.bin.verify-account.data-not-verified.fixa.com.tr,tr,verify_account/,86,15,0,4.25881226,7590,2002,,2024,,bad
dreamscapescoaching.com/PAYPAL/wbsccr.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365b09a310e1a79f574e4e8e51e0b887d2eb09a310e1a79f574e4e8e51e0b887d2e,dreamscapescoaching.com,com,PAYPAL/wbsccr.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365b09a310e1a79f574e4e8e51e0b887d2eb09a310e1a79f574e4e8e51e0b887d2e,195,171,0,3.621175543,5058,2009,2021,2026,US,bad
titansafetygroup.com//wp-content/themes/twentyten/index2.html,titansafetygroup.com,com,/wp-content/themes/twentyten/index2.html,61,40,0,3.88418372,,,,,,bad
newshyd.in/ads/USAA/ntasa/4d853538484d853538439384d84d85353844d853535353843ae3ae091d0d3faee8d938/polc.htm?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d0ab3a1adb083651279ad8cb770fba1187ab3a1adb083651279ad8cb770fba1187,newshyd.in,in,ads/USAA/ntasa/4d853538484d853538439384d84d85353844d853535353843ae3ae091d0d3faee8d938/polc.htm?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d0ab3a1adb083651279ad8cb770fba1187ab3a1adb083651279ad8cb770fba1187,230,219,0,3.121928095,,,,,,bad
rickyvilchez.com/b0x/paypal/cdbaaf610259e09bf7bd76e8e4bcf181/,rickyvilchez.com,com,b0x/paypal/cdbaaf610259e09bf7bd76e8e4bcf181/,61,44,0,3.577819531,,,,,,bad
claukrus.org/zDcntrlde/webscr.php?cmd_=session.start&sdr01=Yi5icm9kQHR3cGx1cy5kZQ=Message-ID:,claukrus.org,org,zDcntrlde/webscr.php?cmd_=session.start&sdr01=Yi5icm9kQHR3cGx1cy5kZQ=Message-ID:,93,80,0,3.251629167,,,,,,bad
paypa.l.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8211h516223669321141112445.autosurfxxx.wrenchhost.com/,paypa.l.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8211h516223669321141112445.autosurfxxx.wrenchhost.com,com,,123,0,0,4.722439799,170,2023,2023,2024,US,bad
claukrus.org/Zmxhc2hsaWdodGJvbm5AYXJjb3IuZGU=/DEsdR/cgi1lbszxnw2ydceg8,claukrus.org,org,Zmxhc2hsaWdodGJvbm5AYXJjb3IuZGU=/DEsdR/cgi1lbszxnw2ydceg8,70,57,0,3.251629167,,,,,,bad
claukrus.org/amVubnlfbXVlbGxlcjkxQGFyY29yLmRl/DEsdR/cgivkrefyclq93juzg,claukrus.org,org,amVubnlfbXVlbGxlcjkxQGFyY29yLmRl/DEsdR/cgivkrefyclq93juzg,70,57,0,3.251629167,,,,,,bad
claukrus.org/Yi5icm9kQHR3cGx1cy5kZQ==/DEsdR/cgi5apz734jsf1hy8n,claukrus.org,org,Yi5icm9kQHR3cGx1cy5kZQ==/DEsdR/cgi5apz734jsf1hy8n,62,49,0,3.251629167,,,,,,bad
paypa.l.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8211h516223669321141112445.autosurfxxx.wrenchhost.com/35cc296ecf09a866f3bfdc5466916d40/,paypa.l.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8211h516223669321141112445.autosurfxxx.wrenchhost.com,com,35cc296ecf09a866f3bfdc5466916d40/,156,33,0,4.722439799,170,2023,2023,2024,US,bad
www.garisbiru.com/data/asb.co.nz.ASBWebHome/index.html,www.garisbiru.com,com,data/asb.co.nz.ASBWebHome/index.html,54,36,0,3.4548224,1192,2020,2023,2024,IS,bad
static-adsl201-232-75-147.epm.net.co/httpIIwww.paypal.comIcgi-binwebscrcmd=_home-generalItem/SessionAuthLoginID/,static-adsl201-232-75-147.epm.net.co,co,httpIIwww.paypal.comIcgi-binwebscrcmd=_home-generalItem/SessionAuthLoginID/,112,75,0,4.218128821,9144,1998,2022,2023,US,bad
rugont.pl/PayPaL_servicee.fr/@/PayPa/france/,rugont.pl,pl,PayPaL_servicee.fr/@/PayPa/france/,44,34,0,3.169925001,,,,,,bad
url2it.com/ntcc,url2it.com,com,ntcc,15,4,0,3.321928095,5829,2007,2022,2023,US,bad
www.rumahcitacita.com/wp-content/uploads/2011/06/contents/logins/,www.rumahcitacita.com,com,wp-content/uploads/2011/06/contents/logins/,65,43,0,3.332095399,,,,,,bad
www.iiiker.com/blog//update.php,www.iiiker.com,com,blog//update.php,31,16,0,2.985228136,440,2022,2023,2023,,bad
redharbormedia.com/wp-content/themes/thematic/library/scripts/singli.php?santander.com.br/ibpflogin/Clientes?CTL=&amp;,redharbormedia.com,com,wp-content/themes/thematic/library/scripts/singli.php?santander.com.br/ibpflogin/Clientes?CTL=&amp;,118,99,0,3.350209029,,,,,,bad
'sushilpokharel.com.np/bx_styles/data/property/properties/investment/remax/loopnet/New\%20B2B/New\%20B2B/','sushilpokharel.com.np,np,bx_styles/data/property/properties/investment/remax/loopnet/New\%20B2B/New\%20B2B/',106,83,2,3.913977073,,,,,,bad
alerting.allcx.com/eBay/login.htm,alerting.allcx.com,com,eBay/login.htm,33,14,0,3.572431251,4469,2011,2023,2024,GB,bad
www.uztender.uz/admin/spaw/uploads/files/paypal.com/ntasa/ntasa/4d853538484d853538439384d84d85353844d853535353843ae3ae091d0d3faee8d938/polc.htm?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d036bcb2876224835cbdc1b4179c50f89736bcb2876224835cbdc1b4179c50f897,www.uztender.uz,uz,admin/spaw/uploads/files/paypal.com/ntasa/ntasa/4d853538484d853538439384d84d85353844d853535353843ae3ae091d0d3faee8d938/polc.htm?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d036bcb2876224835cbdc1b4179c50f89736bcb2876224835cbdc1b4179c50f897,268,252,0,3.056564762,1326,03-D,06-o,06-d,UZ,bad
www.rheobody.com/remax/,www.rheobody.com,com,remax/,23,6,0,3.280639062,,,,,,bad
www.newstyle-us.com/eln-images/sd.htm,www.newstyle-us.com,com,eln-images/sd.htm,37,17,0,3.511085408,5776,2007,2022,2027,US,bad
www.smallhousecatalog.com/BillingCenter@aim.com/aol/cmThkRqcUe5qBbI/RBMC8Qg1BHav4pYFzembF/Verify/AolAccounts/secured/aol/update.php,www.smallhousecatalog.com,com,BillingCenter@aim.com/aol/cmThkRqcUe5qBbI/RBMC8Qg1BHav4pYFzembF/Verify/AolAccounts/secured/aol/update.php,131,105,0,3.563074189,4494,2011,2023,2024,CA,bad
www.smallhousecatalog.com/BillingCenter@aim.com/aol/cmThkRqcUe5qBbI/RBMC8Qg1BHav4pYFzembF/Verify/AolAccounts/secured/aol/,www.smallhousecatalog.com,com,BillingCenter@aim.com/aol/cmThkRqcUe5qBbI/RBMC8Qg1BHav4pYFzembF/Verify/AolAccounts/secured/aol/,121,95,0,3.563074189,4494,2011,2023,2024,CA,bad
'sushilpokharel.com.np/bx_styles/data/property/properties/investment/remax/loopnet/New B2B/New B2B/index.htm','sushilpokharel.com.np,np,bx_styles/data/property/properties/investment/remax/loopnet/New B2B/New B2B/index.htm',109,86,2,3.913977073,,2011,2023,2024,CA,bad
www.freevideopokerweb.com/blog/wp-admin/user/Alibaba-Secure-Data.html,www.freevideopokerweb.com,com,blog/wp-admin/user/Alibaba-Secure-Data.html,69,43,0,3.509275071,,,,,,bad
ppsrv471248.fmsidmiowjkksikwkimkfkmasfmk.ru/fs.php,ppsrv471248.fmsidmiowjkksikwkimkfkmasfmk.ru,ru,fs.php,50,6,0,3.984031907,,,,,,bad
www.apa.com.tr/bank.html,www.apa.com.tr,tr,bank.html,24,9,0,2.985228136,9623,1997,,2025,,bad
mail.thattorneys.com/images/TamFidelidade/index3.asp,mail.thattorneys.com,com,images/TamFidelidade/index3.asp,52,31,0,3.68418372,6842,2004,2018,2023,US,bad
gambey.eu/wp-content/themes/mimbopro/bonu/myposte/index.html,gambey.eu,eu,wp-content/themes/mimbopro/bonu/myposte/index.html,60,50,0,2.947702779,,,,,,bad
paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8211h5162236693211422566955858.autosurfxxx.wrenchhost.com/,paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8211h5162236693211422566955858.autosurfxxx.wrenchhost.com,com,,126,0,0,4.742427514,170,2023,2023,2024,US,bad
banulong.com/files/files/free.fr/reactiver/S/siteweb/32531ecf8e0396db6eee7bd9f7b61ec0/,banulong.com,com,files/files/free.fr/reactiver/S/siteweb/32531ecf8e0396db6eee7bd9f7b61ec0/,86,73,0,3.251629167,,,,,,bad
banulong.com/files/files/free.fr/reactiver/S/siteweb/index.php,banulong.com,com,files/files/free.fr/reactiver/S/siteweb/index.php,62,49,0,3.251629167,,,,,,bad
url2it.com/ntcc/,url2it.com,com,ntcc/,16,5,0,3.321928095,5829,2007,2022,2023,US,bad
adultstuffshop.com/wp-admin/images/redir.php,adultstuffshop.com,com,wp-admin/images/redir.php,44,25,0,3.614369446,97,2023,2023,2024,US,bad
www.hsbc.voudeargohost.net/Seguro-Hsbc/media.php,www.hsbc.voudeargohost.net,net,Seguro-Hsbc/media.php,48,21,0,3.844106545,,,,,,bad
www.yuanda-woman.org.tw/lib/manage/unit.php,www.yuanda-woman.org.tw,tw,lib/manage/unit.php,43,19,0,3.431413457,,,,,,bad
smktcj.cyberschool.com.my/~lc/paypal/wbsccr.php,smktcj.cyberschool.com.my,my,~lc/paypal/wbsccr.php,47,21,1,3.59326969,,,,,,bad
"'www.visualmethod.net/visual/visual/page.htm?_pageid=73,124821903&amp;_dad=portal&amp;_schema=PORTAL'",'www.visualmethod.net,net,"visual/visual/page.htm?_pageid=73,124821903&amp;_dad=portal&amp;_schema=PORTAL'",101,79,0,3.880179923,,,,,,bad
studyoakdeniz.com/_vtitxt/fedexscam/index.php,studyoakdeniz.com,com,_vtitxt/fedexscam/index.php,45,27,0,3.852168724,,,,,,bad
rolago.cl/fonts/www.paypal.com/index.htm,rolago.cl,cl,fonts/www.paypal.com/index.htm,40,30,0,2.725480557,,,,,,bad
www.lateforthesky.org/wp-content/plugins/cystats/gfx/uchicago.html,www.lateforthesky.org,org,wp-content/plugins/cystats/gfx/uchicago.html,66,44,0,3.689703732,5110,2009,2022,2023,IT,bad
docs.google.com/a/rams.colostate.edu/spreadsheet/viewform?formkey=dERiTzByUGF5eXVldF9XT2FqLVpuQlE6MQ,docs.google.com,com,a/rams.colostate.edu/spreadsheet/viewform?formkey=dERiTzByUGF5eXVldF9XT2FqLVpuQlE6MQ,100,84,0,2.973557262,9440,1997,2019,2028,US,bad
www.regal-it-consulting.com/wp-content/themes/default/subscrible/,www.regal-it-consulting.com,com,wp-content/themes/default/subscrible/,65,37,0,3.912113891,,,,,,bad
fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks138934314apr59vemflhg-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-62102803/websrc.php?session.start,fluchinfos.com,com,manageaccounts&jsupein=europ_land&and=349034902hjks138934314apr59vemflhg-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-62102803/websrc.php?session.start,184,169,0,3.378783493,,,,,,bad
fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks1389342fe7znyvqa8wr6h-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-72960431/websrc.php?session.start,fluchinfos.com,com,manageaccounts&jsupein=europ_land&and=349034902hjks1389342fe7znyvqa8wr6h-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-72960431/websrc.php?session.start,184,169,0,3.378783493,,,,,,bad
fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks138934nwaTschke4v1d5p-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-15249914/websrc.php?session.start,fluchinfos.com,com,manageaccounts&jsupein=europ_land&and=349034902hjks138934nwaTschke4v1d5p-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-15249914/websrc.php?session.start,184,169,0,3.378783493,,,,,,bad
"'villa-isabella.it/sito/accont.aol/aolaccountupdate/w8ejdd-wdjdw7shd,waolsje7w2642/ov98Y2Vl3obF41i43.html'",'villa-isabella.it,it,"sito/accont.aol/aolaccountupdate/w8ejdd-wdjdw7shd,waolsje7w2642/ov98Y2Vl3obF41i43.html'",106,87,0,3.197159723,,,,,,bad
bradtsics.com/zDcntrlde/webscr.php?cmd_=session.start&sdr01=Y2luZGVyZWxsYTY4MkBhcmNvci5kZQ,bradtsics.com,com,zDcntrlde/webscr.php?cmd_=session.start&sdr01=Y2luZGVyZWxsYTY4MkBhcmNvci5kZQ,90,76,0,3.39274741,,,,,,bad
bradtsics.com/zDcntrlde/webscr.php?cmd_=session.start&sdr01=bWVAMjBkYXlzZHVsbC5kZQ,bradtsics.com,com,zDcntrlde/webscr.php?cmd_=session.start&sdr01=bWVAMjBkYXlzZHVsbC5kZQ,82,68,0,3.39274741,,,,,,bad
86info.ru/wp-content/backup-db/NewAol/aolupdate.htm,86info.ru,ru,wp-content/backup-db/NewAol/aolupdate.htm,51,41,0,3.169925001,,,,,,bad
bradtsics.com/zDcntrlde/webscr.php?cmd_=session.start&amp;sdr01=bWVAMjBkYXlzZHVsbC5kZQ==,bradtsics.com,com,zDcntrlde/webscr.php?cmd_=session.start&amp;sdr01=bWVAMjBkYXlzZHVsbC5kZQ==,88,74,0,3.39274741,,,,,,bad
bradtsics.com/zDcntrlde/webscr.php?cmd_=session.start&amp;sdr01=Yy5iZWNrOTdAYXJjb3IuZGU=,bradtsics.com,com,zDcntrlde/webscr.php?cmd_=session.start&amp;sdr01=Yy5iZWNrOTdAYXJjb3IuZGU=,88,74,0,3.39274741,,,,,,bad
bradtsics.com/zDcntrlde/webscr.php?cmd_=session.start&amp;sdr01=bmljb2xlLnF1YWlzZXJAcmFnZG9sbHMtdm9uLXJha2hzaGFuZGEuZGU=,bradtsics.com,com,zDcntrlde/webscr.php?cmd_=session.start&amp;sdr01=bmljb2xlLnF1YWlzZXJAcmFnZG9sbHMtdm9uLXJha2hzaGFuZGEuZGU=,120,106,0,3.39274741,,,,,,bad
bradtsics.com/zDcntrlde/webscr.php?cmd_=session.start&amp;sdr01=Y2luZGVyZWxsYTY4MkBhcmNvci5kZQ==,bradtsics.com,com,zDcntrlde/webscr.php?cmd_=session.start&amp;sdr01=Y2luZGVyZWxsYTY4MkBhcmNvci5kZQ==,96,82,0,3.39274741,,,,,,bad
carex-europaea.com/wp-admin/.www.paypal.com/cgi-bin/ca/.webscrcmd=_login-run/details.php,carex-europaea.com,com,wp-admin/.www.paypal.com/cgi-bin/ca/.webscrcmd=_login-run/details.php,88,69,0,3.308270835,,,,,,bad
bradtsics.com/ZGw2a2J3QGFyY29yLmRl/DEsdR/cgiTb21u8xhsr4zc6e,bradtsics.com,com,ZGw2a2J3QGFyY29yLmRl/DEsdR/cgiTb21u8xhsr4zc6e,59,45,0,3.39274741,,,,,,bad
bradtsics.com/bmljb2xlLnF1YWlzZXJAcmFnZG9sbHMtdm9uLXJha2hzaGFuZGEuZGU=/DEsdR/cgih612c9md7aql85y,bradtsics.com,com,bmljb2xlLnF1YWlzZXJAcmFnZG9sbHMtdm9uLXJha2hzaGFuZGEuZGU=/DEsdR/cgih612c9md7aql85y,95,81,0,3.39274741,,,,,,bad
bradtsics.com/Y2luZGVyZWxsYTY4MkBhcmNvci5kZQ==/DEsdR/cgihr6xygsaTcm9e7q,bradtsics.com,com,Y2luZGVyZWxsYTY4MkBhcmNvci5kZQ==/DEsdR/cgihr6xygsaTcm9e7q,71,57,0,3.39274741,,,,,,bad
bradtsics.com/zDcntrlde/webscr.php?cmd_=session.start&sdr01=Y2luZGVyZWxsYTY4MkBhcmNvci5kZQ=Message-ID:,bradtsics.com,com,zDcntrlde/webscr.php?cmd_=session.start&sdr01=Y2luZGVyZWxsYTY4MkBhcmNvci5kZQ=Message-ID:,102,88,0,3.39274741,,,,,,bad
bradtsics.com/Yy5iZWNrOTdAYXJjb3IuZGU=/DEsdR/cgindj8azs2hTu4wb7,bradtsics.com,com,Yy5iZWNrOTdAYXJjb3IuZGU=/DEsdR/cgindj8azs2hTu4wb7,63,49,0,3.39274741,,,,,,bad
bradtsics.com/ZmllbmU3QGFyY29yLmRl/DEsdR/cgig9yTv7jkuxn3hbf,bradtsics.com,com,ZmllbmU3QGFyY29yLmRl/DEsdR/cgig9yTv7jkuxn3hbf,59,45,0,3.39274741,,,,,,bad
www.vicencios.cl/propiedades/wp-content/upgrade/pay/Index.html,www.vicencios.cl,cl,propiedades/wp-content/upgrade/pay/Index.html,62,45,0,3.155639062,158,2023,,2024,,bad
www.alifinternationalschool.com/,www.alifinternationalschool.com,com,,32,0,0,3.735666068,104,2023,2023,2024,US,bad
nigerianet.com/images/,nigerianet.com,com,images/,22,7,0,3.378783493,9260,1998,2023,2024,NG,bad
sunrisetissueproducts.com.au/paypal.co.info.com.nz.au4/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e57d57f2413543993f62979ebe20fa53c47d57f2413543993f62979ebe20fa53c4,sunrisetissueproducts.com.au,au,paypal.co.info.com.nz.au4/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e57d57f2413543993f62979ebe20fa53c47d57f2413543993f62979ebe20fa53c4,222,193,0,3.607010619,,,,,,bad
paypal.com.cgi-bin.webscr.cmd.login.submit.dispatch894525f987337vf98a2b4t79as2c.penarollamesilla.com/paypal/,paypal.com.cgi-bin.webscr.cmd.login.submit.dispatch894525f987337vf98a2b4t79as2c.penarollamesilla.com,com,paypal/,108,7,0,4.634366535,261,2022,2022,2023,CN,bad
home.comcast.net/~ronaldbraun/profile.htm,home.comcast.net,net,~ronaldbraun/profile.htm,41,24,1,3.25,9430,1997,2022,2023,US,bad
cedarcreekkennels.ca/includes/phpThumb/properties/index.htm,cedarcreekkennels.ca,ca,includes/phpThumb/properties/index.htm,59,38,0,3.103701696,5284,2009,2023,2024,,bad
www.adamail.ch/aolbill2/bill/login.php?secure-64479,www.adamail.ch,ch,aolbill2/bill/login.php?secure-64479,51,36,0,2.985228136,,,,,,bad
